Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-22,13.071012817158126,13.191319977892528,13.071012817158126,13.148859024047852,457400,0.0,0
2019-07-23,13.134705586655956,13.198397695546651,13.106398732598675,13.177167892456055,341200,0.0,0
2019-07-24,13.177169219854449,13.240859985351562,13.099323001188571,13.240859985351562,516300,0.0,0
2019-07-25,13.262088753993241,13.339934958651376,12.611014964531671,12.724245071411133,1781100,0.0,0
2019-07-26,12.738401121740855,12.816247338312772,12.703017214104285,12.766709327697754,782100,0.0,0
2019-07-29,12.773782628597449,12.858705880697615,12.667629575829217,12.681783676147461,694700,0.0,0
2019-07-30,12.356248440180043,12.773785029377425,12.2996333780758,12.766709327697754,949200,0.0,0
2019-07-31,12.724247227045394,12.802093444891575,12.575633192767675,12.646402359008789,794800,0.0,0
2019-08-01,12.667630097904167,12.724245151701139,12.540245889408643,12.575631141662598,743200,0.0,0
2019-08-02,12.568556454942897,12.611017415823792,12.46240337783585,12.554402351379395,698600,0.0,0
2019-08-05,12.469480228261501,12.533170993649568,12.243018624331182,12.32794189453125,986500,0.0,0
2019-08-06,12.342092462943215,12.370399311696094,12.200554169751225,12.299630165100098,791100,0.0,0
2019-08-07,12.243018834978853,12.257172938557325,12.073173641466028,12.207634925842285,968900,0.0,0
2019-08-08,12.207634003671835,12.52609456108273,12.143941892189655,12.49070930480957,685100,0.0,0
2019-08-09,12.462400108670616,12.462400108670616,12.285477909966305,12.384553909301758,557300,0.0,0
2019-08-12,12.384554886270482,12.398708987237608,12.257170677185059,12.257170677185059,392900,0.0,0
2019-08-13,12.278402800680393,12.356247662543616,12.179325435876201,12.193479537963867,558600,0.0,0
2019-08-14,12.172039593254887,12.186333377027335,11.878995895385742,11.878995895385742,851200,0.17,0
2019-08-15,11.900438007595863,12.043386760470545,11.900438007595863,11.971912384033203,688400,0.0,0
2019-08-16,12.021943114952284,12.17918700368594,11.986206611109312,12.1220064163208,849900,0.0,0
2019-08-19,12.214919743620827,12.243508665233763,11.90043342631964,12.23636245727539,638000,0.0,0
2019-08-20,12.236364147828242,12.307837143365061,12.222069003416875,12.229216575622559,490400,0.0,0
2019-08-21,12.200628257184679,12.26495505416451,12.086269809945028,12.100564956665039,934400,0.0,0
2019-08-22,12.100562529792022,12.15774174194406,12.079119814012527,12.11485767364502,723100,0.0,0
2019-08-23,12.021941906038123,12.164890633555714,11.914731042029977,11.964762687683105,1136400,0.0,0
2019-08-26,12.014794133251806,12.079120923237467,11.979057633597584,12.007646560668945,630700,0.0,0
2019-08-27,12.06482502238582,12.079120166656157,11.657422953501168,11.736044883728027,768400,0.0,0
2019-08-28,11.671719461536703,11.750341400950031,11.578803739442895,11.700309753417969,769800,0.0,0
2019-08-29,11.757488321463947,11.764634530777549,11.435854371948855,11.678866386413574,1012500,0.0,0
2019-08-30,11.657422953501168,11.757487600133532,11.593096167544644,11.736044883728027,1181800,0.0,0
2019-09-03,11.678867543532908,11.707456473400075,11.47873958142189,11.63598346710205,1030900,0.0,0
2019-09-04,11.75034201698312,11.75034201698312,11.621688423292833,11.657424926757812,571400,0.0,0
2019-09-05,11.714604275094208,11.8218165131521,11.621688547138971,11.69316291809082,607200,0.0,0
2019-09-06,11.70745444348817,11.736044731658385,11.543064376289356,11.650275230407715,623500,0.0,0
2019-09-09,11.671719306273946,11.921878903866665,11.671719306273946,11.893288612365723,638600,0.0,0
2019-09-10,11.893289519901199,12.17918700368594,11.893289519901199,12.1220064163208,966000,0.0,0
2019-09-11,12.172036695508575,12.400753540541139,12.150593980064299,12.386458396911621,1078700,0.0,0
2019-09-12,12.422195830329496,12.486522618257661,12.286396045378956,12.336427688598633,861800,0.0,0
2019-09-13,12.386956079105651,12.509670735120949,12.2858974365592,12.35808277130127,523300,0.17,0
2019-09-16,12.314771808761149,12.350865167662198,12.17040250361954,12.257023811340332,632800,0.0,0
2019-09-17,12.228148954858376,12.300334286712175,12.163182293872026,12.293115615844727,437500,0.0,0
2019-09-18,12.30755571269274,12.386959742071774,12.249807703186484,12.285901069641113,414300,0.0,0
2019-09-19,12.285895796540382,12.40139176598208,12.278677126347707,12.307550430297852,397500,0.0,0
2019-09-20,12.33642895381333,12.408614301404958,12.271462278662966,12.32921028137207,1875900,0.0,0
2019-09-23,12.27145960324238,12.386955583480184,12.257022261507483,12.293115615844727,641400,0.0,0
2019-09-24,12.307551835267349,12.379737168613872,12.127089190311402,12.134307861328125,962100,0.0,0
2019-09-25,12.141526714381708,12.293116054364242,12.141526714381708,12.206493377685547,636600,0.0,0
2019-09-26,12.206492546902377,12.285896547051824,12.12708854675293,12.12708854675293,658900,0.0,0
2019-09-27,12.163185133415212,12.177622478520563,12.033251781109062,12.05490779876709,378000,0.0,0
2019-09-30,12.07656035331163,12.119872381145294,12.026031030993126,12.090997695922852,686200,0.0,0
2019-10-01,12.112658179228468,12.163187520191538,11.867228771561027,11.94663143157959,640000,0.0,0
2019-10-02,11.903318437721499,11.953847768807082,11.71563708167433,11.816697120666504,656400,0.0,0
2019-10-03,11.787826055728672,11.946632770383815,11.73729670910301,11.874448776245117,495500,0.0,0
2019-10-04,11.87444209008871,11.961063385009766,11.831130065807525,11.961063385009766,417800,0.0,0
2019-10-07,11.961066104211303,12.119874142370726,11.953847431856696,12.040470123291016,669600,0.0,0
2019-10-08,12.004376761517978,12.098218125306904,11.961066104211303,12.040470123291016,480000,0.0,0
2019-10-09,12.069340232603727,12.105433584797344,12.026029586791992,12.026029586791992,472700,0.0,0
2019-10-10,12.054908713364279,12.199278044907969,12.047690040263927,12.14153003692627,840300,0.0,0
2019-10-11,12.316543078486898,12.316543078486898,12.11236207483054,12.163407325744629,697600,0.17,0
2019-10-14,12.15611152631384,12.250909624056701,12.112358665115472,12.199864387512207,532700,0.0,0
2019-10-15,12.221745277165095,12.374881033955827,12.192575766798017,12.236330032348633,523400,0.0,0
2019-10-16,12.272790703808086,12.323835956796946,12.236330206209994,12.316543579101562,503900,0.0,0
2019-10-17,12.323832494643035,12.3821701089384,12.287372007287845,12.29466438293457,415400,0.0,0
2019-10-18,12.272788789669603,12.338418787813179,12.272788789669603,12.287373542785645,460100,0.0,0
2019-10-21,12.33112601629369,12.418633141308508,12.287373149225564,12.374878883361816,455300,0.0,0
2019-10-22,12.374880743908044,12.48426501434198,12.331127870261733,12.440510749816895,395100,0.0,0
2019-10-23,12.47696841275094,12.54988938051393,12.404046054109648,12.498844146728516,599000,0.0,0
2019-10-24,12.506137168975345,12.528014294963544,11.908176300748314,12.265494346618652,1377200,0.0,0
2019-10-25,12.27278929736762,12.29466642794669,12.11236117909044,12.126944541931152,517900,0.0,0
2019-10-28,12.17069990722658,12.185283271390306,12.10506990041402,12.119654655456543,421000,0.0,0
2019-10-29,12.09048094340434,12.207156161437231,12.09048094340434,12.177988052368164,517300,0.0,0
2019-10-30,12.185279482415474,12.192571857669193,12.075896635366398,12.083189010620117,397400,0.0,0
2019-10-31,12.083189163730973,12.221741513550581,12.07589678838485,12.199864387512207,548000,0.0,0
2019-11-01,12.214452328013648,12.360297091266801,12.214452328013648,12.27278995513916,420800,0.0,0
2019-11-04,12.272787465842354,12.396755072199488,12.265495090070939,12.28007984161377,648900,0.0,0
2019-11-05,12.280080620260525,12.323833486784807,12.21445062503483,12.229035377502441,499100,0.0,0
2019-11-06,12.229035162493592,12.382170888075441,12.141528040105017,12.367586135864258,484700,0.0,0
2019-11-07,12.367589203205494,12.411343470690735,12.30196058373537,12.323836326599121,413200,0.0,0
2019-11-08,12.316539735611558,12.404046849769935,12.287371624811028,12.382169723510742,473000,0.0,0
2019-11-11,12.382171259686265,12.41134076498406,12.345710768942586,12.374878883361816,470800,0.0,0
2019-11-12,12.396757876170586,12.469680259500285,12.316543115420039,12.440510749816895,575500,0.0,0
2019-11-13,12.43321583490283,12.498845827417266,12.38217059425349,12.484262466430664,489400,0.0,0
2019-11-14,12.498995414667402,12.513726448255756,12.307496192504843,12.38851547241211,484400,0.17,0
2019-11-15,12.359054188626503,12.484265158174296,12.359054188626503,12.440072059631348,494500,0.0,0
2019-11-18,12.425341650919469,12.543187096639125,12.425341650919469,12.484264373779297,519400,0.0,0
2019-11-19,12.491627579752832,12.580012360052367,12.491627579752832,12.54318618774414,377000,0.0,0
